date,side,type_raw,model,platform_class,status,location,lat,lon,unit_text,unit_canonical,tags,source,source_url,retrieved_at,count
2025-06-24,RU,Infantry fighting vehicles,BMP-1 or 2,IFV,destroyed,"Stepova Novoselivka, Kupiansk raion",49.681774,37.842191,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-24/1,2025-09-08T19:51:32+00:00,1
2025-06-24,RU,Infantry fighting vehicles,Unknown IFV,IFV,destroyed,"Stepova Novoselivka, Kupiansk raion",49.681388,37.859936,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-24/1,2025-09-08T19:51:32+00:00,1
2025-06-24,RU,Infantry fighting vehicles,BTR-80 or 82,IFV,destroyed,"Stepova Novoselivka, Kupiansk raion",49.6633,37.87369,,,"Cope cage, Jammer, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-24/1,2025-09-08T19:51:32+00:00,1
2025-06-24,RU,Towed artillery,122mm 2A18 D-30 howitzer,TowedArtillery,destroyed,Donetsk oblast,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-24/1,2025-09-08T19:51:32+00:00,1
2025-06-24,RU,Transport,GAZ-66,Truck,destroyed,Donetsk oblast,,,,,Shattered,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-24/1,2025-09-08T19:51:32+00:00,1
2025-06-24,RU,Transport,GAZ-66,Truck,destroyed,"Svatove raion, Luhansk oblast",,,4th Guards Tank Division,4th Guards Tank Division,"Z, Cope cage, ◇",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-24/1,2025-09-08T19:51:32+00:00,1
2025-06-25,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Volnovakha raion, Donetsk oblast",,,,,"Cope cage, Jammer, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-25/1,2025-09-08T19:51:35+00:00,1
2025-06-25,RU,Rocket and missile artillery,240mm Chuch'e (M-1991),MLRS,destroyed,"Prechystivka, Volnovakha raion",47.778694,37.059528,,,"Shattered, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-25/1,2025-09-08T19:51:35+00:00,1
2025-06-25,RU,Infantry fighting vehicles,Unknown IFV,IFV,destroyed,"Shevchenko (Komar hromada), Volnovakha raion",47.9066,36.69726,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-25/1,2025-09-08T19:51:35+00:00,1
2025-06-25,RU,Drones,'Eleron-7' ('Eleron-T28ME') reconnaissance UAV,UAV,captured,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-25/1,2025-09-08T19:51:35+00:00,1
2025-06-25,RU,Infantry fighting vehicles,BTR-82A(M),IFV,destroyed,"Pokrovsk raion, Donetsk oblast",,,55th Separate Mountain Motor Rifle Brigade,55th Separate Mountain Motor Rifle Brigade,"O, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-25/1,2025-09-08T19:51:35+00:00,1
2025-06-26,RU,Infantry fighting vehicles,BMP-2M 675-sb3KDZ,IFV,destroyed,"Zaporizhzhia, Pokrovsk raion",48.1046,36.99816,,,"Cope cage, Jammer, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-26/1,2025-09-08T19:51:49+00:00,1
2025-06-26,RU,Infantry fighting vehicles,BMP-2M 675-sb3KDZ,IFV,destroyed,"Zaporizhzhia, Pokrovsk raion",,,,,"Cope cage, Jammer, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-26/1,2025-09-08T19:51:49+00:00,1
2025-06-26,RU,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),MLRS,destroyed,"Vovche, Pokrovsk raion",48.22566,37.46607,,,"Z, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-26/1,2025-09-08T19:51:49+00:00,1
2025-06-26,RU,Transport,Ural-4320,Truck,destroyed,,,,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-26/1,2025-09-08T19:51:49+00:00,1
2025-06-26,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Volnovakha raion, Donetsk oblast",,,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-26/1,2025-09-08T19:51:49+00:00,1
2025-06-26,RU,Anti-aircraft systems,KamAZ 6x6 with S-60 AA gun,AD,destroyed,"Novodarivka, Polohy raion",47.79284,36.63298,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-26/1,2025-09-08T19:51:49+00:00,1
2025-06-27,RU,Infantry fighting vehicles,BMP-2(K),IFV,destroyed,"Zolotarivka, Siverskodonetsk raion",48.883833,38.268444,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-27/1,2025-09-08T19:51:53+00:00,1
2025-06-28,RU,Self-propelled artillery,122mm 2S1 'Gvozdika',SPG,destroyed,,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-28/1,2025-09-08T19:51:56+00:00,1
2025-06-28,RU,Infantry fighting vehicles,BMP-1AM 675-sb3KDZ,IFV,destroyed,"Pokrovsk raion, Donetsk oblast",,,,,"Turretless, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-28/1,2025-09-08T19:51:56+00:00,1
2025-06-28,RU,Anti-aircraft systems,72V6 combat vehicle (for 96K6 'Pantsir-S1'),AD,destroyed,"Kirovske airbase, Feodosiia raion",45.1754154,35.15452,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-28/1,2025-09-08T19:51:56+00:00,1
2025-06-28,RU,Helicopters,Mi-8*,Helicopter,destroyed,"Kirovske airbase, Feodosiia raion",45.166855,35.192407,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-28/1,2025-09-08T19:51:56+00:00,1
2025-06-28,RU,Helicopters,Mi-26 heavy transport helicopter,Helicopter,damaged,"Kirovske airbase, Feodosiia raion",45.166758,35.198616,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-28/1,2025-09-08T19:51:56+00:00,1
2025-06-29,RU,Engineering,BREM-1(M) armoured recovery vehicle,Engineering,destroyed,Donetsk oblast,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-29/1,2025-09-08T19:52:10+00:00,1
2025-06-29,RU,Tanks,Unknown T-72 Obr. 2022,MBT,destroyed,"Kupiansk raion, Kharkiv oblast",,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-29/1,2025-09-08T19:52:10+00:00,1
2025-06-29,RU,Tanks,T-62M Obr. 2022,MBT,destroyed,Kharkiv oblast,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-29/1,2025-09-08T19:52:10+00:00,1
2025-06-29,RU,Infantry fighting vehicles,Unknown IFV,IFV,destroyed,"Hryhorivka (Siversk hromada), Bakhmut raion",48.902639,38.2,,,"Turretless, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-29/1,2025-09-08T19:52:10+00:00,1
2025-06-30,RU,Transport,Ural-4320,Truck,destroyed,Kursk oblast,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Infantry fighting vehicles,BMP-2 675-sb3KDZ,IFV,destroyed,"Hryhorivka (Siversk hromada), Bakhmut raion",48.903385,38.202016,127th (ex-7th) Separate Guards Motor Rifle Brigade (LNR),127th (ex-7th) Separate Guards Motor Rifle Brigade (LNR),"Turretless, Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Shandryholove, Kramatorsk raion",49.117276,37.762436,,,"Cope cage, Jammer, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Transport,UAZ-452,Truck,destroyed,Kursk oblast,,,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Transport,UAZ-452,Truck,destroyed,Kursk oblast,,,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Tanks,T-62M Obr. 2022,MBT,destroyed,"Pokrovsk raion, Donetsk oblast",,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Infantry fighting vehicles,BMP-2 675-sb3KDZ,IFV,destroyed,"Vozdvyzhenka, Pokrovsk raion",48.305376,37.51295,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Transport,KamAZ 6x6,Truck,destroyed,Luhansk oblast,,,144th Guards Motor Rifle Division,144th Guards Motor Rifle Division,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Transport,Ural-43206,Truck,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Tanks,T-72B3 Obr. 2025,MBT,abandoned,"Hryhorivka (Siversk hromada), Bakhmut raion",48.90325,38.196,127th (ex-7th) Separate Guards Motor Rifle Brigade (LNR),127th (ex-7th) Separate Guards Motor Rifle Brigade (LNR),"Mine plow/roller, Cope cage, Damaged, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Infantry fighting vehicles,BMP-2 675-sb3KDZ,IFV,abandoned,"Hryhorivka (Siversk hromada), Bakhmut raion",48.903194,38.196028,127th (ex-7th) Separate Guards Motor Rifle Brigade (LNR),127th (ex-7th) Separate Guards Motor Rifle Brigade (LNR),"Cope cage, Damaged, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Tanks,T-62*,MBT,destroyed,"Dniproenerhiia, Volnovakha raion",47.932601,36.855901,,,"Turtle, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Tanks,Unknown tank,MBT,destroyed,"Dniproenerhiia, Volnovakha raion",47.933343,36.826577,,,"Jammer, Turtle",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-06-30,RU,Tanks,T-72B3 Obr. 2016,MBT,destroyed,"Dniproenerhiia, Volnovakha raion",47.936394,36.8141,,,"Mine plow/roller, Jammer, Turtle",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-06-30/1,2025-09-08T19:52:13+00:00,1
2025-07-01,RU,Transport,Ural-4320,Truck,destroyed,"Balka Zhuravka (Nevske), Svatove raion",49.164748,37.991129,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-01/1,2025-09-08T19:52:17+00:00,1
2025-07-01,RU,Towed artillery,122mm 2A18 D-30 howitzer,TowedArtillery,destroyed,"Balka Zhuravka (Nevske), Svatove raion",49.1644167,37.99125,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-01/1,2025-09-08T19:52:17+00:00,1
2025-07-01,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Novoandriivka, Pokrovsk raion",48.1032431617,37.0350913067,,,"Turretless, Shattered, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-01/1,2025-09-08T19:52:17+00:00,1
2025-07-01,RU,Towed artillery,152mm 52-P-546 D-20 gun-howitzer,TowedArtillery,damaged,"Novoandriivka, Pokrovsk raion",48.1032431617,37.0350913067,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-01/1,2025-09-08T19:52:17+00:00,1
2025-07-01,RU,Tanks,T-90M 'Proryv',MBT,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-01/1,2025-09-08T19:52:17+00:00,1
2025-07-02,RU,Tanks,T-90M 'Proryv',MBT,destroyed,"Torske (Lyman hromada), Kramatorsk raion",49.023361,38.002528,,,"Turretless, Z, V",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-02/1,2025-09-08T19:52:30+00:00,1
2025-07-02,RU,Infantry fighting vehicles,BTR-82AT,IFV,damaged,"Pokrovsk raion, Donetsk oblast",,,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-02/1,2025-09-08T19:52:30+00:00,1
2025-07-02,RU,Tanks,T-62M,MBT,destroyed,"Odradne, Volnovakha raion",47.96465,36.87252,,,Turtle,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-02/1,2025-09-08T19:52:30+00:00,1
2025-07-02,RU,Infantry fighting vehicles,BMP-1(P),IFV,destroyed,"Odradne, Volnovakha raion",47.950222,36.898722,,,"Cope cage, Jammer, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-02/1,2025-09-08T19:52:30+00:00,1
2025-07-02,RU,Infantry fighting vehicles,BMP-1 or 2,IFV,destroyed,Kursk oblast,,,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-02/1,2025-09-08T19:52:30+00:00,1
2025-07-02,RU,Anti-aircraft systems,9A34M/35M TELAR (for 9K35 'Strela-10'),AD,destroyed,Donetsk oblast,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-02/1,2025-09-08T19:52:30+00:00,1
2025-07-02,RU,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,IFV,destroyed,"Terny, Kramatorsk raion",49.11495,37.96557,,,"Turretless, Shattered, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-02/1,2025-09-08T19:52:30+00:00,1
2025-07-03,RU,Drones,Supercam S350 reconnaissance UAV,UAV,destroyed,"Toretsk, Bakhmut raion",48.4080001338,37.800676128,,,Loitering,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-03/1,2025-09-08T19:52:34+00:00,1
2025-07-03,RU,Drones,'Orlan-30' reconnaissance UAV,UAV,destroyed,"Dyliivka, Bakhmut raion",48.4280867226,37.8212659396,,,Loitering,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-03/1,2025-09-08T19:52:34+00:00,1
2025-07-03,RU,Transport,Ural-4320,Truck,destroyed,Sumy oblast,,,,,"V, ☐, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-03/1,2025-09-08T19:52:34+00:00,1
2025-07-03,RU,Transport,KamAZ 4x4,Truck,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-03/1,2025-09-08T19:52:34+00:00,1
2025-07-03,RU,Infantry fighting vehicles,BTR-80 with 32G01 'Bumerang-Burevestnik',IFV,destroyed,,,,,,"Z, ◇, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-03/1,2025-09-08T19:52:34+00:00,1
2025-07-03,RU,Infantry fighting vehicles,BTR-82AT,IFV,destroyed,"Balka Zhuravka (Nevske), Svatove raion",49.16781,37.97232,,,"Turretless, Shattered, Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-03/1,2025-09-08T19:52:34+00:00,1
2025-07-04,RU,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,IFV,destroyed,Donetsk oblast,,,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-04/1,2025-09-08T19:52:37+00:00,1
2025-07-05,RU,Self-propelled artillery,152mm 2S19 'Msta-S',SPG,destroyed,"Sribne, Pokrovsk raion",48.07214,37.02571,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-05/1,2025-09-08T19:52:40+00:00,1
2025-07-05,RU,Tanks,Unknown tank,MBT,destroyed,"Ploshchanka, Svatove raion",49.219348,38.08627,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-05/1,2025-09-08T19:52:40+00:00,1
2025-07-06,RU,Rocket and missile artillery,220mm BM-1 (for TOS-1A 'Solntsepek'),MLRS,destroyed,"Shevchenka, Polohy raion",47.57474,36.45595,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-06/1,2025-09-08T19:52:54+00:00,1
2025-07-06,RU,Transport,KamAZ 8x8 with armoured cabin,Truck,destroyed,Kherson oblast,,,,,"∆, ▲",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-06/1,2025-09-08T19:52:54+00:00,1
2025-07-07,RU,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),MLRS,destroyed,"Novoandriivka, Pokrovsk raion",48.068114,37.042342,,,Shattered,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-07/1,2025-09-08T19:52:57+00:00,1
2025-07-07,RU,Tanks,T-72B,MBT,destroyed,"Terny, Kramatorsk raion",,,,,"Turretless, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-07/1,2025-09-08T19:52:57+00:00,1
2025-07-07,RU,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Infantry mobility vehicles,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-07/1,2025-09-08T19:52:57+00:00,1
2025-07-07,RU,Infantry fighting vehicles,MT-LBVM(K),IFV,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-07/1,2025-09-08T19:52:57+00:00,1
2025-07-07,RU,Infantry fighting vehicles,BMP-1 or 2,IFV,destroyed,Donetsk oblast,,,,,Turtle,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-07/1,2025-09-08T19:52:57+00:00,1
2025-07-07,RU,Self-propelled artillery,120mm 2S9 'Nona-S',SPG,destroyed,"Ivanivske, Bakhmut raion",48.577778,37.929167,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-07/1,2025-09-08T19:52:57+00:00,1
2025-07-07,RU,Infantry fighting vehicles,BRM-1(K) reconnaissance vehicle,IFV,destroyed,"Kyslivka, Kupiansk raion",49.64079,37.87947,,,"Jammer, Turtle",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-07/1,2025-09-08T19:52:57+00:00,1
2025-07-08,RU,Infantry fighting vehicles,BTR-70,IFV,destroyed,"Myroliubivka, Pokrovsk raion",48.30851,37.3632,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-08/1,2025-09-08T19:53:01+00:00,1
2025-07-08,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Kupiansk raion, Kharkiv oblast",,,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-08/1,2025-09-08T19:53:01+00:00,1
2025-07-08,RU,Anti-aircraft systems,9A310M1-2 TELAR (for 9K37M1-2 'Buk-M1-2'),AD,destroyed,East Ukraine,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-08/1,2025-09-08T19:53:01+00:00,1
2025-07-08,RU,Transport,Ural-4320,Truck,destroyed,"Nikolaevo-Darino, Sudzha raion",51.21002,35.03862,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-08/1,2025-09-08T19:53:01+00:00,1
2025-07-09,RU,Engineering,'Zemledeliye' remote mine-laying system,Engineering,destroyed,"Snagost, Korenevo raion",51.294988,34.890906,,,Jammer,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-09/1,2025-09-08T19:53:05+00:00,1
2025-07-09,RU,Tanks,T-62M,MBT,destroyed,"Volnovakha raion, Donetsk oblast",,,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-09/1,2025-09-08T19:53:05+00:00,1
2025-07-10,RU,Transport,GAZ-66,Truck,destroyed,Donetsk oblast,,,,,Jammer,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-10/1,2025-09-08T19:53:08+00:00,1
2025-07-10,RU,Transport,Ural-4320,Truck,destroyed,"Snagost, Korenevo raion",51.294988,34.890906,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-10/1,2025-09-08T19:53:08+00:00,1
2025-07-10,RU,Infantry fighting vehicles,BTR-D,IFV,destroyed,"Chasiv Yar, Bakhmut raion",48.58891,37.83618,,,"Cope cage, Jammer, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-10/1,2025-09-08T19:53:08+00:00,1
2025-07-10,RU,Infantry mobility vehicles,BRDM-2RKhB,Infantry mobility vehicles,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-10/1,2025-09-08T19:53:08+00:00,1
2025-07-10,RU,Tanks,Unknown tank,MBT,destroyed,"Dyliivka, Bakhmut raion",48.446427,37.841231,,,"Mine plow/roller, Turtle",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-10/1,2025-09-08T19:53:08+00:00,1
2025-07-10,RU,Tanks,Unknown tank,MBT,destroyed,"Dyliivka, Bakhmut raion",48.451534,37.837925,,,"Mine plow/roller, Turtle",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-10/1,2025-09-08T19:53:08+00:00,1
2025-07-10,RU,Towed artillery,122mm 2A18 D-30 howitzer,TowedArtillery,destroyed,"Balka Zhuravka (Nevske), Svatove raion",49.142361,38.020833,,,Loitering,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-10/1,2025-09-08T19:53:08+00:00,1
2025-07-10,RU,Anti-aircraft systems,23mm 2A13 ZU-23-2,AD,destroyed,South Ukraine,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-10/1,2025-09-08T19:53:08+00:00,1
2025-07-11,RU,Transport,UAZ-452,Truck,destroyed,"Novoivanovka, Sudzha raion",51.340006,35.064232,Eastern Military District,Eastern Military District,"V, Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-11/1,2025-09-08T19:53:22+00:00,1
2025-07-11,RU,Infantry mobility vehicles,Remdiesel Z-STS 'Akhmat',Infantry mobility vehicles,destroyed,"Obukhovka, Korenevo raion",51.294917,34.974861,,,Flipped,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-11/1,2025-09-08T19:53:22+00:00,1
2025-07-11,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Vilshana, Kupiansk raion",49.732667,37.816806,25th Separate Guards Motor Rifle Brigade,25th Separate Guards Motor Rifle Brigade,"Cope cage, Jammer, Expanded cabin, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-11/1,2025-09-08T19:53:22+00:00,1
2025-07-11,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Vilshana, Kupiansk raion",49.732778,37.813833,,,"Cope cage, Jammer, Expanded cabin",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-11/1,2025-09-08T19:53:22+00:00,1
2025-07-11,RU,Rocket and missile artillery,107mm Type 75 towed MRL,MLRS,destroyed,Kharkiv oblast,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-11/1,2025-09-08T19:53:22+00:00,1
2025-07-11,RU,Infantry fighting vehicles,BMP-2 675-sb3KDZ,IFV,destroyed,"Vilshana, Kupiansk raion",,,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-11/1,2025-09-08T19:53:22+00:00,1
2025-07-11,RU,Infantry fighting vehicles,BTR-70,IFV,destroyed,"Myrne (Hrodivka hromada), Pokrovsk raion",48.335843,37.424154,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-11/1,2025-09-08T19:53:22+00:00,1
2025-07-12,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Zhovte, Pokrovsk raion",48.1862665545,37.1430545877,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-12/1,2025-09-08T19:53:26+00:00,1
2025-07-12,RU,Infantry fighting vehicles,BTR-82AT,IFV,destroyed,"Novopustynka, Pokrovsk raion",48.192809,37.121373,,,"Turretless, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-12/1,2025-09-08T19:53:26+00:00,1
2025-07-12,RU,Towed artillery,122mm 2A18 D-30 howitzer,TowedArtillery,destroyed,,,,1486th Guards Motor Rifle Regiment,1486th Guards Motor Rifle Regiment,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-12/1,2025-09-08T19:53:26+00:00,1
2025-07-12,RU,Towed artillery,122mm 2A18 D-30 howitzer,TowedArtillery,destroyed,"Balka Zhuravka (Nevske), Svatove raion",49.14423,38.00795,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-12/1,2025-09-08T19:53:26+00:00,1
2025-07-12,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Shevchenko Pershe, Pokrovsk raion",48.39355,37.40226,,,"Turretless, Mine plow/roller, Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-12/1,2025-09-08T19:53:26+00:00,1
2025-07-13,RU,Infantry fighting vehicles,BMP-2(K),IFV,destroyed,"Nove, Kramatorsk raion",49.160691,37.855229,,,"Turretless, Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-13/1,2025-09-08T19:53:39+00:00,1
2025-07-13,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Nesterianka, Polohy raion",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-13/1,2025-09-08T19:53:39+00:00,1
2025-07-13,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Nesterianka, Polohy raion",,,,,Expanded cabin,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-13/1,2025-09-08T19:53:39+00:00,1
2025-07-13,RU,Transport,Ural-4320,Truck,destroyed,"Pokrovsk raion, Donetsk oblast",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-13/1,2025-09-08T19:53:39+00:00,1
2025-07-13,RU,Tanks,Unknown T-72 Obr. 2022,MBT,destroyed,"Novosadove, Kramatorsk raion",49.133208,37.962046,,,"Turretless, Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-13/1,2025-09-08T19:53:39+00:00,1
2025-07-14,RU,Infantry mobility vehicles,Remdiesel Z-STS 'Akhmat',Infantry mobility vehicles,damaged,,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-14/1,2025-09-08T19:53:43+00:00,1
2025-07-14,RU,Transport,ZiL-131,Truck,destroyed,,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-14/1,2025-09-08T19:53:43+00:00,1
2025-07-14,RU,Tanks,T-62*,MBT,destroyed,Kharkiv oblast,,,,,"Cope cage, Additional armour, Removed turret",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-14/1,2025-09-08T19:53:43+00:00,1
2025-07-15,RU,Transport,UAZ-452,Truck,destroyed,"Stara Krasnianka, Siverskodonetsk raion",49.038285,38.310536,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-15/1,2025-09-08T19:53:46+00:00,1
2025-07-15,RU,Transport,Ural-4320,Truck,destroyed,"Vozdvyzhenka, Pokrovsk raion",48.307266,37.530643,,,"Z, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-15/1,2025-09-08T19:53:46+00:00,1
