date,side,type_raw,model,platform_class,status,location,lat,lon,unit_text,unit_canonical,tags,source,source_url,retrieved_at,count
2025-07-15,RU,Self-propelled artillery,152mm 2S19 'Msta-S',SPG,destroyed,,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-15/1,2025-09-08T19:53:46+00:00,1
2025-07-15,RU,Self-propelled artillery,152mm 2S19 'Msta-S',SPG,destroyed,"Velyka Novosilka, Volnovakha raion",47.850917,36.829583,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-15/1,2025-09-08T19:53:46+00:00,1
2025-07-16,RU,Infantry mobility vehicles,AMN-233114 'Tigr-M',Infantry mobility vehicles,destroyed,Kursk oblast,,,,,"Cope cage, ◇, Jammer, ✕",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-16/1,2025-09-08T19:54:00+00:00,1
2025-07-16,RU,Transport,UAZ-452,Truck,destroyed,Kursk oblast,,,PS-FSB (Russian Border Guard),PS-FSB (Russian Border Guard),"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-16/1,2025-09-08T19:54:00+00:00,1
2025-07-16,RU,Transport,KamAZ 6x6,Truck,destroyed,Kursk oblast,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-16/1,2025-09-08T19:54:00+00:00,1
2025-07-16,RU,Drones,'Orlan-10' reconnaissance UAV,UAV,destroyed,"Bakhmut raion, Donetsk oblast",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-16/1,2025-09-08T19:54:00+00:00,1
2025-07-16,RU,Towed artillery,122mm 2A18 D-30 howitzer,TowedArtillery,destroyed,Kherson oblast,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-16/1,2025-09-08T19:54:00+00:00,1
2025-07-17,RU,Tanks,Unknown tank,MBT,destroyed,"Kyslivka, Kupiansk raion",49.640639,37.8805,,,"Mine plow/roller, Jammer, Turtle",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-17/1,2025-09-08T19:54:03+00:00,1
2025-07-17,RU,Self-propelled artillery,152mm 2S19 'Msta-S',SPG,destroyed,"Yasenove, Pokrovsk raion",48.121056,37.059139,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-17/1,2025-09-08T19:54:03+00:00,1
2025-07-18,RU,Tanks,T-62M,MBT,destroyed,"Pokrovsk raion, Donetsk oblast",,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-18/1,2025-09-08T19:54:07+00:00,1
2025-07-19,RU,Other,'Kuryer' mine-laying UGV,Other,destroyed,"Dibrova, Siverskodonetsk raion",49.023469,38.04762,,,Shattered,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-19/1,2025-09-08T19:54:20+00:00,1
2025-07-19,RU,Rocket and missile artillery,Ural-4320 with RBU-6000 'Smerch-2' anti-submarine rocket launcher,MLRS,destroyed,"Kupiansk raion, Kharkiv oblast",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-19/1,2025-09-08T19:54:20+00:00,1
2025-07-20,RU,Infantry fighting vehicles,BTR-82AT,IFV,destroyed,"Kolodiazi, Kramatorsk raion",49.104079,37.895547,144th Guards Motor Rifle Division,144th Guards Motor Rifle Division,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-20/1,2025-09-08T19:54:24+00:00,1
2025-07-20,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Zelena Dolyna, Kramatorsk raion",49.1318,37.8478,,,"Z, Cope cage, ◇, Jammer, Expanded cabin",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-20/1,2025-09-08T19:54:24+00:00,1
2025-07-20,RU,Engineering,EOV-3523 (KamAZ 6x6) excavator,Engineering,destroyed,,,,Moskva (ex-Western) Military District,Moskva (ex-Western) Military District,Z,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-20/1,2025-09-08T19:54:24+00:00,1
2025-07-20,RU,Other,5I57(A) diesel power plant or 63T6A converter,Other,damaged,"Kholodnoe, Prokhorovka raion",51.0009304,37.1354093,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-20/1,2025-09-08T19:54:24+00:00,1
2025-07-20,RU,"Radars, jammers",92N6A engagement radar (for 40R6 S-400 'Triumf'),"Radars, jammers",damaged,"Kholodnoe, Prokhorovka raion",51.0009304,37.1354093,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-20/1,2025-09-08T19:54:24+00:00,1
2025-07-20,RU,Self-propelled artillery,152mm 2S19M2 'Msta-S',SPG,destroyed,,,,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-20/1,2025-09-08T19:54:24+00:00,1
2025-07-20,RU,Transport,Ural-4320,Truck,destroyed,Kharkiv oblast,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-20/1,2025-09-08T19:54:24+00:00,1
2025-07-21,RU,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Infantry mobility vehicles,destroyed,Kursk oblast,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-21/1,2025-09-08T19:54:27+00:00,1
2025-07-21,RU,Other,'Kuryer' logistics UGV,Other,destroyed,"Vovchansk, Chuhuiv raion",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-21/1,2025-09-08T19:54:27+00:00,1
2025-07-22,RU,Drones,ZALA Z-16 (421-16Е) reconnaissance UAV,UAV,captured,,,,,,"Damaged, Loitering",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-22/1,2025-09-08T19:54:41+00:00,1
2025-07-22,RU,Transport,KamAZ 6x6,Truck,destroyed,"Svatove raion, Luhansk oblast",,,752nd Motor Rifle Regiment,752nd Motor Rifle Regiment,"Z, Cope cage, ◇, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-22/1,2025-09-08T19:54:41+00:00,1
2025-07-23,RU,Tanks,T-80BVM Obr. 2022,MBT,destroyed,"Pokrovsk raion, Donetsk oblast",,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-23/1,2025-09-08T19:54:44+00:00,1
2025-07-23,RU,Tanks,T-72B,MBT,destroyed,"Novoprokopivka, Polohy raion",,,,,"Mine plow/roller, Turtle",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-23/1,2025-09-08T19:54:44+00:00,1
2025-07-23,RU,Infantry fighting vehicles,Unknown IFV,IFV,destroyed,"Novoprokopivka, Polohy raion",47.502956,35.975723,,,"Cope cage, Flipped",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-23/1,2025-09-08T19:54:44+00:00,1
2025-07-23,RU,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,IFV,abandoned,"Novoprokopivka, Polohy raion",47.502956,35.975723,,,"Cope cage, Damaged, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-23/1,2025-09-08T19:54:44+00:00,1
2025-07-23,RU,Infantry fighting vehicles,BMP-3,IFV,destroyed,"Verbove, Polohy raion",47.4571601323,35.9125860729,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-23/1,2025-09-08T19:54:44+00:00,1
2025-07-23,RU,Transport,Ural-4320,Truck,destroyed,"Siverskodonetsk raion, Luhansk oblast",,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-23/1,2025-09-08T19:54:44+00:00,1
2025-07-24,RU,Infantry fighting vehicles,BMP-2 675-sb3KDZ,IFV,destroyed,,,,,,"Turretless, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-24/1,2025-09-08T19:54:48+00:00,1
2025-07-24,RU,Tanks,T-62*,MBT,destroyed,Donetsk oblast,,,,,Turretless,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-24/1,2025-09-08T19:54:48+00:00,1
2025-07-24,RU,Engineering,PBU-100 mobile drilling rig,Engineering,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-24/1,2025-09-08T19:54:48+00:00,1
2025-07-25,RU,Infantry fighting vehicles,BTR-80 or 82,IFV,destroyed,"Hryhorivka (Siversk hromada), Bakhmut raion",48.925307,38.192845,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-25/1,2025-09-08T19:55:02+00:00,1
2025-07-25,RU,Infantry fighting vehicles,BMP-1 or 2,IFV,destroyed,"Kovalivka, Svatove raion",49.326722,38.007361,,,Flipped,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-25/1,2025-09-08T19:55:02+00:00,1
2025-07-25,RU,Engineering,BREM-1(M) armoured recovery vehicle,Engineering,destroyed,"Kovalivka, Svatove raion",49.326611,38.009611,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-25/1,2025-09-08T19:55:02+00:00,1
2025-07-25,RU,Tanks,Unknown T-72 Obr. 2022,MBT,destroyed,"Hryhorivka (Siversk hromada), Bakhmut raion",48.9121,38.2028,,,"Mine plow/roller, Turtle",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-25/1,2025-09-08T19:55:02+00:00,1
2025-07-25,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Siversk, Bakhmut raion",48.874438,38.146173,,,Turtle,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-25/1,2025-09-08T19:55:02+00:00,1
2025-07-25,RU,Tanks,T-72B3 Obr. 2025,MBT,destroyed,"Serebrianka, Bakhmut raion",48.903155,38.135009,127th (ex-7th) Separate Guards Motor Rifle Brigade (LNR),127th (ex-7th) Separate Guards Motor Rifle Brigade (LNR),"Mine plow/roller, Turtle",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-25/1,2025-09-08T19:55:02+00:00,1
2025-07-25,RU,Infantry fighting vehicles,MT-LB,IFV,abandoned,"Verkhnokamianske, Bakhmut raion",48.865,38.231556,,,Turtle,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-25/1,2025-09-08T19:55:02+00:00,1
2025-07-25,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Verkhnokamianske, Bakhmut raion",48.864413,38.2119,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-25/1,2025-09-08T19:55:02+00:00,1
2025-07-25,RU,Tanks,Unknown tank,MBT,abandoned,"Hryhorivka (Siversk hromada), Bakhmut raion",48.909395,38.171979,,,Turtle,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-25/1,2025-09-08T19:55:02+00:00,1
2025-07-25,RU,Transport,Ural-4320,Truck,destroyed,East Ukraine,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-25/1,2025-09-08T19:55:02+00:00,1
2025-07-26,RU,Transport,UAZ-452,Truck,destroyed,Kursk oblast,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-26/1,2025-09-08T19:55:05+00:00,1
2025-07-26,RU,Transport,Ural-4320,Truck,destroyed,Kursk oblast,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-26/1,2025-09-08T19:55:05+00:00,1
2025-07-26,RU,Towed artillery,122mm 2A18 D-30 howitzer,TowedArtillery,destroyed,"Pokrovsk raion, Donetsk oblast",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-26/1,2025-09-08T19:55:05+00:00,1
2025-07-26,RU,Self-propelled artillery,122mm 2S1 'Gvozdika',SPG,destroyed,"Vozdvyzhenka, Pokrovsk raion",48.310154,37.532819,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-26/1,2025-09-08T19:55:05+00:00,1
2025-07-26,RU,Towed artillery,152mm 52-P-546 D-20 gun-howitzer,TowedArtillery,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-26/1,2025-09-08T19:55:05+00:00,1
2025-07-27,RU,Transport,ZiL-131,Truck,destroyed,"Pokrovsk raion, Donetsk oblast",,,,,"O, ☐",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-27/1,2025-09-08T19:55:19+00:00,1
2025-07-27,RU,Tanks,Unknown T-80 Obr. 2022,MBT,destroyed,,,,,,"Mine plow/roller, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-27/1,2025-09-08T19:55:19+00:00,1
2025-07-27,RU,Rocket and missile artillery,220mm BM-1 (for TOS-1A 'Solntsepek'),MLRS,destroyed,"Berkhivka, Bakhmut raion",48.641665,37.962504,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-27/1,2025-09-08T19:55:19+00:00,1
2025-07-28,RU,Tanks,Unknown tank,MBT,destroyed,"Tonenke, Pokrovsk raion",48.133219,37.64648,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-28/1,2025-09-08T19:55:22+00:00,1
2025-07-28,RU,Tanks,T-62MV,MBT,destroyed,Donetsk oblast,,,,,"Mine plow/roller, Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-28/1,2025-09-08T19:55:22+00:00,1
2025-07-28,RU,Transport,Ural-4320,Truck,destroyed,"Sudzha raion, Kursk oblast",,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-28/1,2025-09-08T19:55:22+00:00,1
2025-07-28,RU,Transport,ATS-59G artillery tractor,Truck,destroyed,"Balka Zhuravka (Nevske), Svatove raion",49.16791243255648,37.97229207651984,,,"Cope cage, Underwater",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-28/1,2025-09-08T19:55:22+00:00,1
2025-07-28,RU,Other,Fuel train tank(s),Other,destroyed,"Salsk, Salsk raion",46.468951,41.542977,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-28/1,2025-09-08T19:55:22+00:00,1
2025-07-28,RU,Infantry fighting vehicles,BMP-1(P),IFV,destroyed,Donetsk oblast,,,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-28/1,2025-09-08T19:55:22+00:00,1
2025-07-29,RU,Drones,'Sarych-2' reconnaissance UAV,UAV,captured,Donetsk oblast,,,,,Damaged,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-29/1,2025-09-08T19:55:25+00:00,1
2025-07-29,RU,Tanks,T-72B3 Obr. 2022,MBT,captured,"Pokrovsk raion, Donetsk oblast",,,,,"Mine plow/roller, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-29/1,2025-09-08T19:55:25+00:00,1
2025-07-29,RU,Towed artillery,122mm 2A18 D-30 howitzer,TowedArtillery,destroyed,"Sahy, Kherson raion",46.59324,32.80178,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-29/1,2025-09-08T19:55:25+00:00,1
2025-07-29,RU,Transport,GAZ-66,Truck,destroyed,"Pokrovsk raion, Donetsk oblast",,,,,KUNG,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-29/1,2025-09-08T19:55:25+00:00,1
2025-07-30,RU,Transport,Ural-4320,Truck,destroyed,,,,,,"V, ☐",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-30/1,2025-09-08T19:55:39+00:00,1
2025-07-30,RU,Towed artillery,122mm 2A18 D-30 howitzer,TowedArtillery,destroyed,"Kreminna, Siverskodonetsk raion",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-30/1,2025-09-08T19:55:39+00:00,1
2025-07-31,RU,Infantry fighting vehicles,BMD-2,IFV,destroyed,"Chasiv Yar, Bakhmut raion",48.599139,37.828917,VDV (Russian Airborne Forces),VDV (Russian Airborne Forces),"Cope cage, Jammer, Expanded cabin, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-31/1,2025-09-08T19:55:43+00:00,1
2025-07-31,RU,Tanks,Unknown tank,MBT,destroyed,"Makiivka, Svatove raion",49.224206,38.029051,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-31/1,2025-09-08T19:55:43+00:00,1
2025-07-31,RU,Towed artillery,122mm 2A18 D-30 howitzer,TowedArtillery,destroyed,"Novoliubivka, Svatove raion",49.15958,37.93885,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-07-31/1,2025-09-08T19:55:43+00:00,1
2025-08-01,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Novoekonomichne, Pokrovsk raion",48.311771,37.342509,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-01/1,2025-09-08T19:55:46+00:00,1
2025-08-01,RU,Other,'Kuryer' mine-laying UGV,Other,destroyed,"Dibrova, Siverskodonetsk raion",,,,,Shattered,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-01/1,2025-09-08T19:55:46+00:00,1
2025-08-01,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Torske (Lyman hromada), Kramatorsk raion",49.022611,37.980417,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-01/1,2025-09-08T19:55:46+00:00,1
2025-08-01,RU,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,IFV,destroyed,,,,,,"Turretless, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-01/1,2025-09-08T19:55:46+00:00,1
2025-08-01,RU,Tanks,T-72B,MBT,destroyed,"Novomykhailivka, Pokrovsk raion",47.85794,37.51136,,,"Mine plow/roller, Cope cage, Jammer, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-01/1,2025-09-08T19:55:46+00:00,1
2025-08-01,RU,Infantry fighting vehicles,BMP-2(K),IFV,destroyed,"Novomykhailivka, Pokrovsk raion",,,,,"Cope cage, Jammer, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-01/1,2025-09-08T19:55:46+00:00,1
2025-08-01,RU,Tanks,T-80BV,MBT,abandoned,"Novomykhailivka, Pokrovsk raion",,,,,"Z, Mine plow/roller, Cope cage, Damaged",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-01/1,2025-09-08T19:55:46+00:00,1
2025-08-02,RU,Tanks,T-55A,MBT,destroyed,"Ivana Franka, Polohy raion",47.504211,36.185011,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-02/1,2025-09-08T19:56:00+00:00,1
2025-08-03,RU,Transport,KamAZ 6x6,Truck,destroyed,"Avdiivka, Pokrovsk raion",48.101572,37.759495,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-03/1,2025-09-08T19:56:03+00:00,1
2025-08-03,RU,Infantry fighting vehicles,BMP-2 675-sb3KDZ,IFV,destroyed,"Katerynivka, Kramatorsk raion",48.415047,37.746823,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-03/1,2025-09-08T19:56:03+00:00,1
2025-08-03,RU,Infantry fighting vehicles,BMP-2 675-sb3KDZ,IFV,destroyed,"Katerynivka, Kramatorsk raion",48.419867,37.7623,,,Turtle,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-03/1,2025-09-08T19:56:03+00:00,1
2025-08-03,RU,Infantry fighting vehicles,BMP-3 4S24 NKDZ,IFV,abandoned,"Katerynivka, Kramatorsk raion",48.419144,37.755461,,,"Cope cage, Damaged",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-03/1,2025-09-08T19:56:03+00:00,1
2025-08-03,RU,Towed artillery,152mm 2A36 'Giatsint-B' field gun,TowedArtillery,destroyed,"Tokarivka, Kupiansk raion",49.768011,37.922864,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-03/1,2025-09-08T19:56:03+00:00,1
2025-08-03,RU,Infantry fighting vehicles,BMP-2 675-sb3KDZ,IFV,destroyed,"Katerynivka, Kramatorsk raion",48.400468,37.751555,,,Turtle,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-03/1,2025-09-08T19:56:03+00:00,1
2025-08-04,RU,Tanks,Unknown tank,MBT,destroyed,"Rivne (Tokmak hromada), Polohy raion",47.43306,35.72994,,,"Cope cage, Jammer, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-04/1,2025-09-08T19:56:07+00:00,1
2025-08-04,RU,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),MLRS,destroyed,"Vozdvyzhenka, Pokrovsk raion",48.296238,37.524339,,,"Shattered, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-04/1,2025-09-08T19:56:07+00:00,1
2025-08-05,RU,Infantry fighting vehicles,BMP-1 675-sb3KDZ,IFV,destroyed,"Vesele, Bakhmut raion",48.766827,38.144676,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-05/1,2025-09-08T19:56:21+00:00,1
2025-08-05,RU,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),MLRS,destroyed,"Apanasovka, Korenevo raion",51.285098,34.848425,,,Shattered,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-05/1,2025-09-08T19:56:21+00:00,1
2025-08-05,RU,Infantry fighting vehicles,BMP-1 or 2 675-sb3KDZ,IFV,destroyed,"Bilohorivka, Bakhmut raion",48.7565,38.194889,,,Turtle,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-05/1,2025-09-08T19:56:21+00:00,1
2025-08-05,RU,Infantry fighting vehicles,BMP-1 or 2 675-sb3KDZ,IFV,abandoned,"Bilohorivka, Bakhmut raion",48.7562,38.195,,,Damaged,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-05/1,2025-09-08T19:56:21+00:00,1
2025-08-05,RU,Transport,Ural-4320,Truck,destroyed,,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-05/1,2025-09-08T19:56:21+00:00,1
2025-08-05,RU,Transport,Unknown truck,Truck,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-05/1,2025-09-08T19:56:21+00:00,1
2025-08-06,RU,Transport,Ural-4320,Truck,destroyed,"Tarasivka, Kramatorsk raion",48.344506,37.552127,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-06/1,2025-09-08T19:56:24+00:00,1
2025-08-06,RU,Transport,KamAZ 6x6,Truck,destroyed,,,,3rd Motor Rifle Division,3rd Motor Rifle Division,"Z, Cope cage, ◇",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-06/1,2025-09-08T19:56:24+00:00,1
2025-08-06,RU,Infantry fighting vehicles,MT-LBVM(K),IFV,destroyed,Luhansk oblast,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-06/1,2025-09-08T19:56:24+00:00,1
2025-08-07,RU,Infantry fighting vehicles,BTR-80 or 82,IFV,destroyed,"Verkhnokamianske, Bakhmut raion",48.882286,38.186143,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-07/1,2025-09-08T19:56:28+00:00,1
2025-08-07,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Verkhnokamianske, Bakhmut raion",48.883231,38.161815,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-07/1,2025-09-08T19:56:28+00:00,1
2025-08-07,RU,Infantry fighting vehicles,BTR-82AT,IFV,destroyed,"Siverskodonetsk, Siverskodonetsk raion",48.942832,38.555417,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-07/1,2025-09-08T19:56:28+00:00,1
2025-08-07,RU,Tanks,T-62MV,MBT,destroyed,Donetsk oblast,,,,,Turtle,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-07/1,2025-09-08T19:56:28+00:00,1
2025-08-07,RU,Transport,KamAZ 6x6 tractor unit,Truck,destroyed,"Siverskodonetsk, Siverskodonetsk raion",48.94283,38.55536,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-07/1,2025-09-08T19:56:28+00:00,1
2025-08-07,RU,Transport,ZiL-131,Truck,destroyed,"Pokrovsk raion, Donetsk oblast",,,55th Separate Mountain Motor Rifle Brigade,55th Separate Mountain Motor Rifle Brigade,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-07/1,2025-09-08T19:56:28+00:00,1
2025-08-07,RU,Transport,Ural-4320,Truck,destroyed,Luhansk oblast,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-07/1,2025-09-08T19:56:28+00:00,1
2025-08-07,RU,Tanks,T-62M Obr. 2022,MBT,destroyed,"Terny, Kramatorsk raion",49.10022,38.00228,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-07/1,2025-09-08T19:56:28+00:00,1
2025-08-07,RU,Infantry fighting vehicles,BTR-82AT,IFV,destroyed,"Balka Zhuravka (Nevske), Svatove raion",49.1658,38.0279,,,Turretless,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-07/1,2025-09-08T19:56:28+00:00,1
2025-08-08,RU,Infantry fighting vehicles,BMP-1 or 2,IFV,destroyed,"Terny, Kramatorsk raion",49.11761,37.96992,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-08/1,2025-09-08T19:56:42+00:00,1
2025-08-08,RU,Engineering,BREM-1(M) armoured recovery vehicle,Engineering,destroyed,"Terny, Kramatorsk raion",49.11771,37.96993,,,"Cope cage, Jammer, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-08/1,2025-09-08T19:56:42+00:00,1
2025-08-08,RU,Tanks,T-90M 'Proryv',MBT,destroyed,"Torske (Lyman hromada), Kramatorsk raion",,,67th Motor Rifle Division,67th Motor Rifle Division,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-08/1,2025-09-08T19:56:42+00:00,1
2025-08-08,RU,Self-propelled artillery,152mm 2S5 'Giatsint-S',SPG,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-08/1,2025-09-08T19:56:42+00:00,1
2025-08-09,RU,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),MLRS,destroyed,"Myrne (Hrodivka hromada), Pokrovsk raion",48.33953,37.43515,,,Shattered,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-09/1,2025-09-08T19:56:46+00:00,1
2025-08-09,RU,Rocket and missile artillery,107mm Type 75 towed MRL,MLRS,destroyed,"Pokrovsk raion, Donetsk oblast",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-09/1,2025-09-08T19:56:46+00:00,1
2025-08-09,RU,Infantry fighting vehicles,MT-LBu,IFV,destroyed,,,,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-09/1,2025-09-08T19:56:46+00:00,1
2025-08-10,RU,Infantry fighting vehicles,BMP-2M 675-sb3KDZ,IFV,destroyed,,,,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-10/1,2025-09-08T19:57:00+00:00,1
2025-08-11,RU,Drones,SKAT 350M reconnaissance UAV,UAV,destroyed,"Riznykivka, Bakhmut raion",48.80275,37.989194,,,"Shattered, Loitering",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-11/1,2025-09-08T19:57:03+00:00,1
2025-08-11,RU,Tanks,Unknown T-72 Obr. 2022,MBT,destroyed,"Kupiansk raion, Kharkiv oblast",,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-11/1,2025-09-08T19:57:03+00:00,1
